name,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type
Sapporo Japanese Steakhouse,http://www.yelp.com/biz/sapporo-japanese-steakhouse-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,8,4.5,"My boyfriend and I are practically Hibachi connoisseurs so when we visited Pittsburgh for the weekend the first thing we Yelp searched was.. you guessed it,...",,40.4400036,-80.0909106,japanese,food
Sarafino's Pasta and Pizza,http://www.yelp.com/biz/sarafinos-pasta-and-pizza-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,45,4,Beans and greens are some of the best in the city.  I always get the Rita's and request gnocchi instead of the ziti and I always add meatballs - my favorite...,,40.43564335,-80.06555982,italian,food
Sawasdee Thai Kitchen,http://www.yelp.com/biz/sawasdee-thai-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,30,4.5,"The best food around, clean delicious friendly there is nothing around like this place. I love it 
Thank you 
Minka",,40.35179012,-80.04967645,thai,food
Say Cheese Pizza Co,http://www.yelp.com/biz/say-cheese-pizza-co-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,17,4,Ordered from Say Cheese for the first time this past weekend. We got two salads (the Mandarin and the Steak) and some cheese sticks. The cheese sticks...,Oakland,40.43664551,-79.95384979,pizza,food
Schenley Park,http://www.yelp.com/biz/schenley-park-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Funny Things Happened at Schenley Park Sportsplex

                                                   By Ed Skirtich

     Hilarious events happened among...",Squirrel Hill,40.4342918,-79.932869,active,active
Schenley Park Visitors Center,http://www.yelp.com/biz/schenley-park-visitors-center-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,5,On our way to see the plants and butterflies at the Phipps Arboretum we came upon an interesting bridge in a park. Cool Europeanish love locks in Pitt...,Oakland,40.43754064,-79.94888306,active,active
Schorr Bakery,http://www.yelp.com/biz/schorr-bakery-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"If I have absolutely one weakness when I go to a bakery, it's donuts. I'll order all kinds but find myself typically just having a raised glazed.

I'm sad...",West View,40.51950797,-80.03246203,bakeries,food
Senator John Heinz History Center,http://www.yelp.com/biz/senator-john-heinz-history-center-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,70,4.5,"I came here with my family the day after Christmas. We all loved it!

I will start off by saying I am NOT a history buff at all. Quite the opposite. I am...",Strip District,40.446255,-79.992683,arts,arts
Senti,http://www.yelp.com/biz/senti-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,3.5,"Although I bookmarked Senti MONTHS ago, I didn't have the opportunity to dine there until recently. Reservations were made for 4 people at 7:15 on a recent...",Lawrenceville,40.46421688,-79.96638473,italian,food
Sesame Garden,http://www.yelp.com/biz/sesame-garden-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4.5,"After moving from Honolulu 15 years ago to Pittsburgh, I have gotten used to very sub-par ""Chinese"" food and how much people love General Tso's Chicken....",Mt. Washington,40.43052065,-80.00752361,chinese,food
Shale's Cafe,http://www.yelp.com/biz/shales-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,7,4.5,"Quite possibly the best bar in Pittsburgh.  Lindsay is awesome, pitchers of beer are cold and cheap and the atmosphere is fantastic.  We visited post hockey...",The Hill District,40.438529,-79.988548,nightlife,nightlife
Siam Thai Restaurant,http://www.yelp.com/biz/siam-thai-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,3.5,"Today I wanted something different for lunch, so I ordered take out from Siam. I ate lunch in a couple times but many years ago and always had good service...",Downtown,40.4371292,-80.0005157,thai,food
Sichuan Gourmet,http://www.yelp.com/biz/sichuan-gourmet-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,166,4,Pretty good authentic Chinese food! My Chinese friend actually took me here and ordered all the dishes. I knew I would be in for a treat when I saw the...,Squirrel Hill,40.43586731,-79.92314148,chinese,food
Sichuan Palace,http://www.yelp.com/biz/sichuan-palace-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,5,4.5,I love this chinese spot. It's one of my favs in the whole pittsburgh area. Everything I've tried here has great taste and it's not too greasy. I've tried...,,40.4645049,-79.82684432,ethnicmarkets,food
Sienna Mercato,http://www.yelp.com/biz/sienna-mercato-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,367,4,"Okay people, so by now we all get the setup, right? Three floors, three different concepts (meatball (Emporio), pizza (Mezzo), and rooftop bar (Il Tetto))....",Downtown,40.4439496,-79.9964366,italian,food
Sienna On The Square,http://www.yelp.com/biz/sienna-on-the-square-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,136,4,While I was visiting the annual holiday market I decided to try this place out for lunch. I was seated immediately. The area where I was seated was a bit...,Downtown,40.44116619,-80.0022912,italian,food
Silk Road,http://www.yelp.com/biz/silk-road-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,72,4,This is hands down the best Chinese restaurant in the Burgh. It's tucked in to a small shopping plaza called Caste Village. It's decorated beautifully. It's...,,40.357799,-80.001092,japanese,food
Silver Palace Chinese Restaurant,http://www.yelp.com/biz/silver-palace-chinese-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,12,4,"One of my favorite restaurants in Pittsburgh. 

I frequently have Silver Palace deliver food to me and I have dined in before. 

I love the food (especially...",Overbrook,40.3773994,-80.0037537,chinese,food
Simpatico Espresso,http://www.yelp.com/biz/simpatico-espresso-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,50,5,Do not give up if your confused on the location! It's a small cart but it is beyond worth it! I literally had the best iced coffee I have ever had and I'm a...,Downtown,40.44137378,-79.996646,coffee,food
Sky Vue Restaurant,http://www.yelp.com/biz/sky-vue-restaurant-west-mifflin-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1,1,Might be some of the worst service I have ever experienced. The wait staff and the owners were both rude and inappropriate. Never again.,,40.350464,-79.923111,french,food
SLICE on Broadway,http://www.yelp.com/biz/slice-on-broadway-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,61,4,Visited Pittsburgh on Sunday to shop at Ikea.  Asked Google what the best pizza in the 'burgh was and the Slice was listed among many others.  I crave New...,Beechview,40.40414,-80.030556,pizza,food
Smallman Galley,http://www.yelp.com/biz/smallman-galley-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,To say I'm THRILLED about this places existence is an understatement. To see four different chefs testing out their planned business right in front of you...,Strip District,40.4521777,-79.9837408,restaurants,food
Smiling Banana Leaf,http://www.yelp.com/biz/smiling-banana-leaf-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,312,4,"My family and I came here and had a wonderful time. The food was delicious and the restaurant staff was so kind. 

My wife had the red curry, I had the pad...",Highland Park,40.47586,-79.91946,thai,food
Soba,http://www.yelp.com/biz/soba-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,212,4,This is a copy of my review for the event that this fine establishment hosted. I was not aware that the review would not show up on their restaurant page. I...,Shadyside,40.45713043,-79.92961121,japanese,food
Sound Cat Records,http://www.yelp.com/biz/sound-cat-records-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,16,5,It's been a while since I've been here (maybe back when it was called Paul's) but I remember this place standing out as far as record shops go. It was super...,Bloomfield,40.4625092,-79.9511337,shopping,shopping
Spak Brothers Pizza and More,http://www.yelp.com/biz/spak-brothers-pizza-and-more-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,156,4,"As far as neighborhood pizza joints go, this one kills. Best in town. I grew up with Philly pizza, so, I am picky. There's lots of just bad pizza in Pgh,...",Garfield,40.46508,-79.94253,pizza,food
Spoon,http://www.yelp.com/biz/spoon-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,216,4,"This I can tell you:  If you give Spoon three stars or fewer, you're lousy in the sack.

Here, every dish beams with a sweet, vulnerable, generous...",Shadyside,40.46004398,-79.92521998,newamerican,food
Sree's Foods,http://www.yelp.com/biz/srees-foods-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,3.5,The best place ! You can't get a great lunch like this for the price in the city. I've never been disappointed in the 7 plus years that I've been eating...,Downtown,40.4430313,-79.9968719,indpak,food
Sree's Indian Truck,http://www.yelp.com/biz/srees-indian-truck-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,4,4,"This is actually an outpost of Sree's restaurant in Squirrel Hill.
Despite the somewhat low-rent appearance of the trailer, the food is actually really...",Squirrel Hill,40.44170511,-79.94161963,indpak,food
Staghorn Home & Garden Cafe,http://www.yelp.com/biz/staghorn-home-and-garden-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,4.5,"I love this place. I only wish it was a little closer to the Swissvale neighborhood. I stopped here one day for a coffee, Zeke's coffee, when I was out on...",Greenfield,40.4258308,-79.9418564,coffee,food
Stagioni,http://www.yelp.com/biz/stagioni-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,65,4,"Stagioni has managed to stay under the radar and I don't know how that is possible. Their food, atmosphere and service are all top-notch. My husband and I...",South Side,40.42832,-79.97593,italian,food
Station,http://www.yelp.com/biz/station-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,83,4,"After hearing people rave about the food here, hubby and I decided to check this place out for our new New Years Eve tradition of getting a burger.

We...",Bloomfield,40.46115112,-79.94852448,newamerican,food
Stone Neapolitan Pizzeria,http://www.yelp.com/biz/stone-neapolitan-pizzeria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,111,4,Stone is one of my favorite pizza places. I've never understood why Stone hasn't gotten much recognition or attention as far as pizza joints go.  In my...,Downtown,40.440551,-80.0061829,pizza,food
Stout Training Pittsburgh / Team Renzo Gracie,http://www.yelp.com/biz/stout-training-pittsburgh-team-renzo-gracie-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,15,5,"Warren, Andy, Mike, and Cody are some of the most caring coaches I have met in Martial Arts. To them, the key to having a successful business is being a...",Strip District,40.44851467,-79.99111176,active,active
Sukhothai,http://www.yelp.com/biz/sukhothai-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1,3,my girlfriend and I are on a thai restaurant tour of pittsburgh. this place was average for thai in pittsburgh. but the service was attentive and the place...,Oakland,40.436539,-79.954727,ethnicmarkets,food
Sukhothai Bistro,http://www.yelp.com/biz/sukhothai-bistro-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,63,4,"Sukhothai is one of many Thai restaurants in Squirrel Hill. It's consistently a good option as a student because they offer delivery. 

The food is good,...",Squirrel Hill,40.4381714,-79.9223785,thai,food
Sumi's Cakery,http://www.yelp.com/biz/sumis-cakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,40,4.5,"I love this bakery. I've only tried their buns (which are great), but I finally got to try their bingsoo today! Got the green tea one and it was amazing....",Squirrel Hill,40.4331,-79.92289,bakeries,food
Sunseri Jimmy & Nino,http://www.yelp.com/biz/sunseri-jimmy-and-nino-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4,"This place is the deli you have always dreamed about.  The sights, the smells, the tastes...  Delicious!  The fresh bread is amazing, the stuffed pizzelle's...",Strip District,40.4509583,-79.9846191,italian,food
Sunseri Pizza,http://www.yelp.com/biz/sunseri-pizza-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Pittsburgh is where I have to travel to if I have a craving for a pizza with good sauce, cheese and delicious toppings. The meat to sauce to crust ratio was...",,40.39377,-79.97324,pizza,food
Sushi & Rolls,http://www.yelp.com/biz/sushi-and-rolls-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,4.5,Wonderful place for a donburi fix! I am so happy to have found this place. I grew up on Asian food and miss it so much since moving to Pittsburgh. I have...,Downtown,40.4381218,-79.9988098,sushi,food
Sushi Fuku,http://www.yelp.com/biz/sushi-fuku-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,98,4,"This place is truly a hidden gem. I've never been to a place like this!

So it's basically Japanese chipotle. I'm not a big sushi eater, so this place is...",Oakland,40.441662,-79.957359,sushi,food
Sushi Tomo,http://www.yelp.com/biz/sushi-tomo-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,63,4,Great Japanese food. Great sushi. This is as good as it gets on McKnight Road. I highly recommend Sushi Tomo.,,40.52578,-80.00512,sushi,food
Taj Mahal,http://www.yelp.com/biz/taj-mahal-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,168,4,Awesome lunch buffet place with lots of options. There was plenty of vegetarian and some vegan dishes as well as the usual meat dishes like chicken marsala...,,40.54744339,-80.01860809,indpak,food
Tamarind,http://www.yelp.com/biz/tamarind-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,161,4,Tamarind is well rounded restaurant that provides a very enjoyable eating experience. We had the Saag with lamb. This dish is fantastic. I would eat this...,Oakland,40.4511261,-79.95192719,indpak,food
Tamarind Savoring India,http://www.yelp.com/biz/tamarind-savoring-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,86,4,"Wow! I'm not usually one to give a restaurant 5 stars after trying it only once, but this place totally deserves it! 

We went here with a couple of friends...",,40.39083,-80.07095,indpak,food
Tan Lac Vien,http://www.yelp.com/biz/tan-lac-vien-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,121,4,"Another hidden gem of Pittsburgh, nestled in the deeper ends of squirrel hill. 

This is my 3rd time here, and the quality of food has yet to stray from...",Squirrel Hill,40.4332008,-79.9232483,vietnamese,food
Tartine,http://www.yelp.com/biz/tartine-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"Before attending the Steeler game today, we stopped for Brunch. I had a toasted slice of country bread with fresh pears, blue cheese, fig preserves and...",West End,40.4416303,-80.0330321,french,food
Taste of India,http://www.yelp.com/biz/taste-of-india-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,84,4,"Loved it! Absolutely LOVED it!
The BF and I went here over the weekend and it was wonderful. We started out with the chicken samosas. I would have probably...",Bloomfield,40.46571732,-79.95352173,indpak,food
Tazza D'oro Cafe & Espresso Bar,http://www.yelp.com/biz/tazza-d-oro-cafe-and-espresso-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,109,4.5,Love it here! My boyfriend and I always walk our dog and stop for a latte while passing by. Never a disappointment! And absolutely loved that they offered...,Highland Park,40.47488403,-79.91886139,coffee,food
Teppanyaki Kyoto,http://www.yelp.com/biz/teppanyaki-kyoto-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,104,4,"What a cool little place in Pittsburgh (that I never knew existed)! Walking past, you would think it was your run of the mill Japanese sushi restaurant....",Highland Park,40.47570801,-79.92042542,japanese,food
Thai Cottage,http://www.yelp.com/biz/thai-cottage-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,52,4,"I had the shrimp pad thai (spice level 3) and my date had chicken thai spicy fried rice (spice level 4) as a side we had chicken spring rolls...

Portion...",,40.4325718,-79.893728,thai,food
Thai Cuisine,http://www.yelp.com/biz/thai-cuisine-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,166,4,"My favorite go to for thai comfort food! The staff is always friendly, the food is always hot and prepared exactly the way I ask for it. I'm a lover of very...",Bloomfield,40.46254961,-79.94976007,thai,food
Thai Gourmet,http://www.yelp.com/biz/thai-gourmet-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,115,4,I LOVE this place. I'm actually eating leftovers as I type this review. I've been here at least10 times... Always great food at a reasonable price with good...,Bloomfield,40.46309508,-79.95161355,thai,food
Thai Spoon,http://www.yelp.com/biz/thai-spoon-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,70,4,"The most legit Thai Food in the Pittsburgh Area - this place trumps Nicky's Thai any day! 

We were looking for Thai places in Mount Lebanon while driving...",Dormont,40.39532089,-80.03462219,thai,food
That's Amore,http://www.yelp.com/biz/thats-amore-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,14,4,I work close to here so we get pizza from here pretty often. It's always pretty tasty and comes at a good price. Never a complaint.,Lawrenceville,40.47905,-79.95547,pizza,food
The Allegheny Wine Mixer,http://www.yelp.com/biz/the-allegheny-wine-mixer-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,86,4.5,"Neat place! Awesome concept! I'm more of a wine drinker rather than a beer drinker so finding a wine bar is a huge win for me. 

After an early dinner at...",Lawrenceville,40.4824569,-79.951507,nightlife,nightlife
The Big Idea Bookstore and Cafe,http://www.yelp.com/biz/the-big-idea-bookstore-and-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,4.5,"This is such an awesome bookstore and I am so glad that this store exists! 

The store is pretty small, but it is well stocked with an excellent variety of...",Bloomfield,40.4601392,-79.9467527,cafes,food
The Commonplace Coffeehouse,http://www.yelp.com/biz/the-commonplace-coffeehouse-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,115,4.5,Since we're a family of carpetbaggers who have transplanted themselves from the Bay Area to Pittsburgh....id like to say that even if we are only two months...,Squirrel Hill,40.4382019,-79.9218979,coffee,food
The Enrico Biscotti,http://www.yelp.com/biz/the-enrico-biscotti-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,111,4,"So...it was our last day in Pittsburgh, so we decide to head to The Strip for breakfast. The place we were going to had a line out the door, but we saw a...",Strip District,40.45131,-79.98323,bakeries,food
The Green Mango,http://www.yelp.com/biz/the-green-mango-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,106,3.5,The first time I ate the King Chicken - my daughter took hold of that dish & loves it. It is quite delicious. Today I ordered the chicken spring rolls and...,,40.4297753,-79.8108296,thai,food
The Mintt,http://www.yelp.com/biz/the-mintt-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,75,3.5,My husband I both loved the Tandoori chicken and the Vindaloo. We will definitely be back for more!,Banksville,40.40109,-80.04244,indpak,food
The Park House,http://www.yelp.com/biz/the-park-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,51,4,Awesome place! I go on Wednesdays for bluegrass night and a few beers. They have a great selection on beer and the decor is so cool and interesting. It's a...,North Side,40.45313,-80.0014,nightlife,nightlife
The Pub Chip Shop,http://www.yelp.com/biz/the-pub-chip-shop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,123,4.5,"This is my favorite place to hit in the mecca of greasy deliciousness and alcohol South Side.
My trashy roots are over on this side of the river so I...",South Side,40.428429,-79.979393,bakeries,food
The Smiling Moose,http://www.yelp.com/biz/the-smiling-moose-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,90,4,Have you ever been obsessed with an obscure band and you live your life with an internal struggle between telling everyone to listen to them and keeping...,South Side,40.4286,-79.984947,nightlife,nightlife
The Summit,http://www.yelp.com/biz/the-summit-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4,"This is my favorite bar in the mount and one of my favorite bars in all of Pittsburgh. The featured cocktails are all delicious. Seriously, you can't go...",Mt. Washington,40.43071171,-80.00749105,nightlife,nightlife
The Tong Garden,http://www.yelp.com/biz/the-tong-garden-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,4,Great food at good prices. Very generous portions. And FAST service. Great service. The owners/Employees are very nice and friendly people. I go there for...,Brookline,40.39175415,-80.01776886,chinese,food
The Twisted Frenchman,http://www.yelp.com/biz/the-twisted-frenchman-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,47,5,"My husband and I went here from my birthday dinner on January 9th.  We're very open and love to explore new food.  (Sorry, picky eaters, but this may not be...",East Liberty,40.46021317,-79.92512119,french,food
The Vandal,http://www.yelp.com/biz/the-vandal-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,47,4.5,"On a chilly Thursday morning after a night shift, I found myself in Lawrenceville wanting to treat myself to a nice breakfast (or would that be dinner?). In...",Lawrenceville,40.47077179,-79.95993805,sandwiches,food
Thick Bikes,http://www.yelp.com/biz/thick-bikes-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,4.5,What an incredibly honest and friendly staff.  Went in on one occasion with questions as to strategies for getting into riding again after years.  They had...,South Side,40.4294602,-79.9838282,active,active
Thin Man Sandwich Shop,http://www.yelp.com/biz/thin-man-sandwich-shop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,86,4,"So great! Takes a ""normal sandwich"" and adds such a great combination of flavors that you can't help but leave smiling. Staff is wonderful; everything made...",Strip District,40.4521386,-79.9838044,sandwiches,food
Three Rivers Arts Festival,http://www.yelp.com/biz/three-rivers-arts-festival-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4,I love the Arts Fest! It's my favorite thing to do in Pittsburgh all year long. I try to go as many days as possible during the 10 day long festival. I love...,Downtown,40.43965861,-80.00752687,arts,arts
TMD,http://www.yelp.com/biz/tmd-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,5,5,"I get fresher fish than them but that's because I live in Hawaii. Well, it's a very very exclusive invite only place and really worth the wait. I think I've...",Oakland,40.45554352,-79.95342255,sushi,food
Tokyo Sushi Buffet,http://www.yelp.com/biz/tokyo-sushi-buffet-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,104,4,"I just treated my son-in-law who is a Marine Corps veteran to a Veterans Day lunch at Tokyo Sushi Buffet and we had a terrific meal.

There is a tremendous...",,40.52485,-80.0077,sushi,food
Tootie's Famous Italian Beef,http://www.yelp.com/biz/tooties-famous-italian-beef-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,63,4.5,"The Tootie's beef sandwich is a perfect cylinder of tastes, requiring neither melted cheese nor ranch dressing, Frank's nor french fries. Pittsburgh, with...",South Side,40.42869,-79.9827,sandwiches,food
Tram's Kitchen,http://www.yelp.com/biz/trams-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,211,4,"Not the best looking place, but they definitely make up for it with their food.

Best, freshest noodles I have ever tasted. I got the coconut noodles and...",Bloomfield,40.4653511,-79.9559402,vietnamese,food
Triangle Bar & Grill,http://www.yelp.com/biz/triangle-bar-and-grill-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,43,4.5,"As I do whenever I review a sub shop, I must state that I'm from DE, and have high standards for subs.  After trying a battleship sub this weekend, I can...",,40.41757202,-79.88795471,sandwiches,food
Tribute To Children,http://www.yelp.com/biz/tribute-to-children-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Cool, beautiful, larger than life statue of Mr Rogers.  It's in Pittsburgh Memorial mile* featuring memorials to WWII, Vietnam war, Korean War, children...",North Side,40.4461403,-80.0172577,arts,arts
Tsuki Japanese,http://www.yelp.com/biz/tsuki-japanese-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,36,4.5,I am a bit of a sushi snob coming from the Silicon Valley (California) and the sushi I had here is the same quality as what I had out in California. It's...,,40.46618668,-79.82695816,sushi,food
Umbrella Cafe,http://www.yelp.com/biz/umbrella-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,20,4.5,"Only the cutest new place to open its doors downtown!

Downtown, especially Liberty Ave, has been craving a little joint like this. It has an incredibly...",Downtown,40.4436644,-79.9961959,cafes,food
Umi,http://www.yelp.com/biz/umi-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,4,This is a copy of my review for the event that this fine establishment hosted. I was not aware that the review would not show up on their restaurant page. I...,Shadyside,40.4571304,-79.9296112,japanese,food
